Program,Round,Recipient Name,Physical Address Of Recipient - Suburb/Location,Physical Address Of Recipient - Post Code,University Collaborator (If Applicable),Other Partners; Collaborators (If Applicable),Investment/Project Title,Primary Location Of Activity/Project - Suburb,Primary Location Of Activity/Project - Post Code,Multiple Locations Of Activity/Project (If Applicable),Approval Date,Local Government /Council,Rap Region,State Electorate,Actual Contractual Commitment ($)
Research Fellowships,Aq Research Fellowships 2016-17 Round 2,Queensland University Of Technology,Kelvin Grove,4059.0,Nan,Darling Downs Hospital And Health Service  Australian Red Cross Blood Service,Improved Transfusion In Indigenous Queenslanders - Linking Genomics To Clinical Diagnostics - Shivashankar Nagaraj,Kelvin Grove,4059.0,Toowoomba,2017-03-20,Brisbane (C),Brisbane And Redlands,Mcconnel,300000.0
Research Fellowships,Aq Research Fellowships 2016-17 Round 2,Queensland University Of Technology,Woolloongabba,4102.0,Nan,Department Of Health - Pathology Queensland  Translational Research Institute,A Personalised Psa Test For Prostate Cancer Diagnosis - Srilakshmi Srinivasan,Woolloongabba,4102.0,Brisbane,2017-03-20,Brisbane (C),Brisbane And Redlands,South Brisbane,180000.0
Research Fellowships,Aq Research Fellowships 2016-17 Round 2,Queensland University Of Technology,Woolloongabba,4102.0,Nan,Translational Research Institute  Griffith University - Griffith Institute For Drug Discovery,Targeting Cancer Metabolism With Therapeutics Derived From Queensland Biota - Jennifer Gunter,Woolloongabba,4102.0,Nan,2017-03-20,Brisbane (C),Brisbane And Redlands,South Brisbane,280000.0
Research Fellowships,Aq Research Fellowships 2016-17 Round 2,Qimr Berghofer Medical Research Institute,Herston,4006.0,Nan,Ecobiotics Ltd,Development Of Novel Neuroprotectants From Queensland Rainforest Plants - Jason Cullen,Herston,4006.0,Sydney  /  Yungabarra  /  Sippy Downs,2017-03-20,Brisbane (C),Brisbane And Redlands,Mcconnel,300000.0
Research Fellowships,Aq Research Fellowships 2016-17 Round 2,Queensland University Of Technology,Brisbane City,4000.0,Nan,Brickworks Building Products Pty Ltd,Value-Added Building Materials Using QueenslandS Natural Mineral Resources - Yunfei Xi,Rochedale,4123.0,Kingaroy  /  Ipswich,2017-03-20,Brisbane (C),Brisbane And Redlands,Mcconnel,300000.0
Research Fellowships,Aq Research Fellowships 2016-17 Round 2,Queensland University Of Technology,Brisbane City,4000.0,Nan,Boeing Defence Australia Ltd,Safely Guiding Unmanned Aircraft Through Queensland Skies - Timothy Molloy,Brisbane City,4000.0,Nan,2017-03-20,Brisbane (C),Brisbane And Redlands,Mcconnel,118152.0
Research Fellowships,Aq Research Fellowships 2016-17 Round 2,Queensland University Of Technology,Brisbane City,4000.0,Nan,Siemens Energy Pty Ltd,Engineered Design Of Bulk Superconductors For Maximum Efficiency Motors/Generators - Mahboobeh Shahbazi,Brisbane City,4000.0,Arundel  /  Banyo,2017-03-20,Brisbane (C),Brisbane And Redlands,Mcconnel,120000.0
Research Fellowships,Aq Research Fellowships 2016-17 Round 2,Queensland University Of Technology,Brisbane City,4000.0,Nan,Associated Grain Pty Ltd,Tropical Pulses For Queensland - Brett Williams,Brisbane City,4000.0,Dalby,2017-03-20,Brisbane (C),Brisbane And Redlands,Mcconnel,300000.0
Research Fellowships,Aq Research Fellowships 2015-16 Round 1,University Of Southern Queensland,Darling Heights (Toowoomba),4350.0,Nan,Nan,Functional Foods For Healthy Ageing Of A Growing Elderly Population - Sunil Panchal,Darling Heights,4350.0,Nan,2016-01-28,Toowoomba (R),Darling Downs,Toowoomba South,152308.0
Research Fellowships,Aq Research Fellowships 2015-16 Round 1,Queensland University Of Technology,Brisbane City,4000.0,Nan,Queensland Urban Utilities  Nilwaste Energy Limited  Southern Oil Refining Pty Ltd,Transforming Queensland'S Agricultural And Petroleum Waste Products Into Advanced Composites - Kameron Dunn,Banyo,4014.0,Nan,2016-05-10,Brisbane (C),Brisbane And Redlands,Mcconnel,180000.0
Research Fellowships,Aq Research Fellowships 2015-16 Round 1,Queensland University Of Technology,Brisbane City,4000.0,Nan,Statcom Solutions Pty Ltd,Maximising Renewable Energy Penetration Through Smart Inverter Deployment And Control - Yateendra Mishra,Brisbane City,4000.0,Nan,2016-01-28,Brisbane (C),Brisbane And Redlands,Mcconnel,228114.0
Research Fellowships,Aq Research Fellowships 2015-16 Round 1,Queensland University Of Technology,Brisbane City,4000.0,Nan,Agridry Dryers Pty Ltd,Intelligent Microwave Assisted Convective Dryer For Agricultural Products - Azharul Karim,Brisbane City,4000.0,Nan,2016-01-28,Brisbane (C),Brisbane And Redlands,Mcconnel,300000.0
Research Fellowships,Aq Research Fellowships 2015-16 Round 1,Queensland University Of Technology - Translational Research Institute,Woolloongabba,4102.0,Nan,Princess Alexandra Hospital,Targeting Genome Stability In Cancer - Emma Bolderson,Woolloongabba,4102.0,Nan,2016-01-28,Brisbane (C),Brisbane And Redlands,South Brisbane,300000.0
Research Fellowships,Aq Research Fellowships 2015-16 Round 1,The University Of Queensland,St Lucia,4067.0,Nan,Sullivan Nicolaides Pathology,Transforming Queensland Health Care Via Digital Pathology - Arnold Wiliem,St Lucia,4067.0,Nan,2016-01-28,Brisbane (C),Brisbane And Redlands,Maiwar,180000.0
Research Fellowships,Aq Research Fellowships 2015-16 Round 1,The University Of Queensland,St Lucia,4067.0,Nan,Australian Petroleum International Exploration And Development (Apied) Ltd,Sustainable Production Of Ethanol Fuel From Waste-Gas - Muxina Konarova,St Lucia,4067.0,Nan,2016-01-28,Brisbane (C),Brisbane And Redlands,Maiwar,180000.0
Research Fellowships,Aq Research Fellowships 2015-16 Round 1,The University Of Queensland - Rbwh - Herston,Herston,4029.0,Nan,Australian E-Health Research Centre,Using Telemedicine For Improving Diabetes Management In Queensland - Farhad Fatehi,Woolloongabba,4102.0,Nan,2016-01-28,Brisbane (C),Brisbane And Redlands,Mcconnel,180000.0
Research Fellowships,Aq Research Fellowships 2015-16 Round 1,Qimr Berghofer Medical Research Institute,Herston,4006.0,Nan,Sementis Ltd,Development Of A Vaccine For Chikungunya Virus - Natalie Prow,Herston,4006.0,Nan,2016-01-28,Brisbane (C),Brisbane And Redlands,Mcconnel,280000.0
Research Fellowships,Aq Research Fellowships 2015-16 Round 1,Qimr Berghofer Medical Research Institute,Herston,4006.0,Nan,Medtronic Australasia Pty Ltd  St Andrews War Memorial Hospital (Uniting Care Health),Psychiatric Symptoms After Deep Brain Stimulation For Parkinson'S Disease - Philip Mosley,Brisbane City,4000.0,Nan,2016-01-28,Brisbane (C),Brisbane And Redlands,Mcconnel,180000.0
Research Fellowships,Aq Research Fellowships 2015-16 Round 1,James Cook University,Douglas (Townsville),4814.0,Nan,Griffith University - Partner,Identifying Sources Of Fine Sediments To Protect The Great Barrier Reef (Gbr) - Zoe Bainbridge,Dutton Park,4102.0,Nan,2016-01-28,Townsville (C),Brisbane And Redlands,Mundingburra,180000.0
Research Fellowships,Aq Research Fellowships 2015-16 Round 1,Queensland University Of Technology,Brisbane City,4000.0,Nan,Holy Spirit Northside Private Hospital (St. Vincent'S Group)  Stryker Australia Pty Ltd  The Prince Charles Hospital Foundation,Robotic Leg-Holding Device Making Keyhole Knee-Surgery Easier And Safer - Anjali Jaiprakash,Brisbane City,4000.0,Nan,2016-01-28,Brisbane (C),Brisbane And Redlands,Mcconnel,180000.0
Research Fellowships,Aq Research Fellowships 2015-16 Round 1,Queensland University Of Technology,Brisbane City,4000.0,Nan,See-Out Pty Ltd T/A Trademark Vision,Deep Learning For Large Scale Logo Identification And Semantic Search - Sabesan Sivapalan,Brisbane City,4000.0,Nan,2016-01-28,Brisbane (C),Brisbane And Redlands,Mcconnel,180000.0
Research Fellowships,Aq Research Fellowships 2015-16 Round 1,Queensland University Of Technology,Brisbane City,4000.0,Nan,Zeolite Australia Pty Ltd,Water Purification Pipes For Irrigation Using Poor Quality Water Resources - Mariam Darestani,Brisbane City,4000.0,Nan,2016-01-28,Brisbane (C),Brisbane And Redlands,Mcconnel,180000.0
Research Fellowships,Aq Research Fellowships 2015-16 Round 1,Queensland University Of Technology,Brisbane City,4000.0,Nan,Workplace Health And Safety Queensland,Novel Approach To Reduce Productivity Losses From Injuries And Illnesses - Jason Edwards,Kelvin Grove,4059.0,Nan,2016-01-28,Brisbane (C),Brisbane And Redlands,Mcconnel,151570.0
Research Fellowships,Aq Research Fellowships 2015-16 Round 1,The University Of Queensland,St Lucia,4067.0,Nan,Rio Tinto Aluminium Ltd,Unlocking Queensland'S Bauxite Ore Reserves Through Process Technology Innovation - Hong Peng,St Lucia,4067.0,Nan,2016-01-28,Brisbane (C),Brisbane And Redlands,Maiwar,180000.0
Research Fellowships,Aq Research Fellowships 2015-16 Round 1,The University Of Queensland,St Lucia,4067.0,Nan,Department Of Transport And Main Roads,Easily Deconstructed Spinifex Nanofibres For Enhancement Of High-Performance Construction Materials - Pratheep Annamalai,Indooroopilly,4068.0,Nan,2016-01-28,Brisbane (C),Brisbane And Redlands,Maiwar,300000.0
Research Fellowships,Aq Research Fellowships 2015-16 Round 1,The University Of Queensland,St Lucia,4067.0,Nan,L3 Micreo Pty Ltd,Compact Terahertz Laser Imaging System For Early Skin Cancer Detection - Yah Leng Lim,St Lucia,4067.0,Nan,2016-01-28,Brisbane (C),Brisbane And Redlands,Maiwar,300000.0
Research Fellowships,Aq Research Fellowships 2015-16 Round 1,The University Of Queensland,St Lucia,4067.0,Nan,Huon Aquaculture Group Pty Ltd,Engineering Nanohybrid Platforms For Oral Vaccination Combined With Animal Feed - Li Li,St Lucia,4067.0,Nan,2016-01-28,Brisbane (C),Brisbane And Redlands,Maiwar,300000.0
Research Fellowships,Aq Research Fellowships 2015-16 Round 1,The University Of Queensland,St Lucia,4067.0,Nan,Department Of Agriculture And Fisheries  Primary Growth Pty Ltd T/A Jasper Farms  Millwood Holdings Pty Ltd T/A Delroy Orchards  Andersons Horticulture Pty Ltd,Micropropagator - A Plant Propagation Platform Based On Novel Biomolecules - Alice Hayward,St Lucia,4067.0,Nan,2016-01-28,Brisbane (C),Brisbane And Redlands,Maiwar,300000.0
Research Fellowships,Aq Research Fellowships 2015-16 Round 1,The University Of Queensland,St Lucia,4067.0,Nan,Queensland Centre For Mental Health Research,Establishing Therapeutic Links Between Early Dopamine Function And Schizophrenia - James Kesby,St Lucia,4067.0,Nan,2016-01-28,Brisbane (C),Brisbane And Redlands,Maiwar,300000.0
Research Fellowships,Aq Research Fellowships 2015-16 Round 1,The University Of Queensland,St Lucia,4067.0,Nan,Arborescent Pty Ltd,Development Of A Luminescence-Based Sensor For The Detection Of Explosives - Paul Shaw,St Lucia,4067.0,Nan,2016-01-28,Brisbane (C),Brisbane And Redlands,Maiwar,300000.0
Research Fellowships,Aq Research Fellowships 2015-16 Round 1,The University Of Queensland,St Lucia,4067.0,Nan,Queensland Urban Utilities,Energy Positive Domestic Wastewater Treatment - Shihu Hu,Pinkenba,4008.0,Nan,2016-01-28,Brisbane (C),Brisbane And Redlands,Maiwar,300000.0
Research Fellowships,Aq Research Fellowships 2015-16 Round 1,The University Of Queensland,St Lucia,4067.0,Nan,Synergen Met Pty Ltd,Upscaling And Developing On-Site Cyanide Plant For Gold/Base Metal Mines - Pradeep Shukla,Pinjarra Hills,4069.0,Nan,2016-01-28,Brisbane (C),Brisbane And Redlands,Maiwar,180000.0
Research Fellowships,Aq Research Fellowships 2015-16 Round 1,The University Of Queensland,St Lucia,4067.0,Nan,Dugalunji Aboriginal Corporation  Derby Rubber Products Pty Ltd,Advancement And Commercialisation Of Spinifex Nanocellulose Enhanced Rubber Products - Nasim Amiralian,St Lucia,4067.0,Nan,2016-01-28,Brisbane (C),Brisbane And Redlands,Maiwar,180000.0
Research Fellowships,Aq Research Fellowships 2015-16 Round 1,The University Of Queensland,St Lucia,4067.0,Nan,Manildra Group,Commercial Scale Production Of N-Sorptive Superabsorbent Biopolymers For Sugarcane Fertilizers - Paul Luckman,St Lucia,4067.0,Nan,2016-01-28,Brisbane (C),Brisbane And Redlands,Maiwar,180000.0
Research Fellowships,Aq Research Fellowships 2015-16 Round 1,The University Of Queensland,St Lucia,4067.0,Nan,Nan,Pushing The Boundaries Of Current Numerical Geotechnical Modelling Capabilities - Sergio-Andres Galindo-Torres,St Lucia,4067.0,Nan,2016-01-28,Brisbane (C),Brisbane And Redlands,Maiwar,98823.0
Research Fellowships,Aq Research Fellowships 2015-16 Round 1,The University Of Queensland,St Lucia,4067.0,Nan,Nan,Nano-Pollen Encapsulated Lysozyme: A Safe Alternative To Antibiotics For Livestock - Meihua Yu,St Lucia,4067.0,Nan,2016-01-28,Brisbane (C),Brisbane And Redlands,Maiwar,54126.0
Research Fellowships,Aq Research Fellowships 2015-16 Round 1,The University Of Queensland,St Lucia,4067.0,Nan,Department Of Agriculture And Fisheries,Managing The Detrimental Effects Of Indospicine Through Rumen Metabolism - Gabriele Netzel,Dutton Park,4102.0,Nan,2016-01-28,Brisbane (C),Brisbane And Redlands,Maiwar,180000.0
Research Fellowships,Aq Research Fellowships 2015-16 Round 1,The University Of Queensland,St Lucia,4067.0,Nan,Em Solutions,Reconfigurable Mm-Wave Antenna Systems For Satellite Communications - Yifan Wang,Tennyson,4105.0,Nan,2016-01-28,Brisbane (C),Brisbane And Redlands,Maiwar,164508.0
Rockhampton Technology And Innovation Centre,Nan,Central Queensland University,Norman Gardens,4701.0,Nan,Nan,Rockhampton Advanced Technology And Innovation Centre,Norman Gardens,4701.0,Nan,2019-12-12,Rockhampton (R),Central Queensland,Keppel,2800000.0
Stem.I.Am Program,Round 1,Eva Hopewell,Brisbane City,4000.0,Nan,Queensland University Of Technology,Scholarship,Brisbane City,4000.0,Nan,2017-05-12,Brisbane (C),Brisbane,Mcconnel,10000.0
Stem.I.Am Program,Round 1,Gladstone Regional Council,Gladstone,4680.0,Nan,To Be Confirmed,Advance Queensland Stem.I.Am Coding And Robotics Public Library Grant,Gladstone,4680.0,Nan,2017-04-27,Gladstone (R),Central Queensland,Gladstone,23750.0
Stem.I.Am Program,Round 1,Logan City Council,Logan Central,4114.0,Nan,"Jimboomba State School, Waterford West State School, Kingston State School, The Murri School (The Aboriginal And Islander Independent Community School  Acacia Ridge), Marsden State High School.",Advance Queensland Stem.I.Am Coding And Robotics Public Library Grant,Logan Central,4114.0,Logan City,2017-04-27,Logan (C),Logan,Woodridge,24970.0
Stem.I.Am Program,Round 1,Cook Shire Council,Cooktown,4895.0,Nan,"Cooktown State School , Cooktown State School - Robotics Club, Herman Rijken - Stem Ambassador,  Queensland-Cooper Hewitt Fellow 2018, Laura State School",Advance Queensland Stem.I.Am Coding And Robotics Public Library Grant,Cooktown,4895.0,Nan,2017-04-27,Cook (S),Far North Queensland,Cook,9680.0
Stem.I.Am Program,Round 1,Douglas Shire Council,Mossman,4873.0,Nan,To Be Confirmed,Advance Queensland Stem.I.Am Coding And Robotics Public Library Grant,Mossman,4873.0,Nan,2017-04-27,Douglas (S),Far North Queensland,Cook,12830.0
Stem.I.Am Program,Round 1,Aurukun Aboriginal Shire Council,Aurukun,4892.0,Nan,To Be Confirmed,Advance Queensland Stem.I.Am Coding And Robotics Public Library Grant,Aurukun,4892.0,Nan,2017-04-27,Aurukun (S),Far North Queensland,Cook,25000.0
Stem.I.Am Program,Round 1,Tarliya Baxter,Branyan,4670.0,Central Queensland University,Nan,Advance Queensland Stem.I.Am Scholarship,Branyan,4670.0,Nan,2016-08-19,Bundaberg (R),Wide Bay,Bundaberg,10000.0
Stem.I.Am Program,Round 1,Townsville City Council,Townsville City,4810.0,Nan,To Be Confirmed,Advance Queensland Stem.I.Am Coding And Robotics Public Library Grant,Townsville City,4810.0,Nan,2017-04-27,Townsville (C),Townsville,Townsville,24999.0
Stem.I.Am Program,Round 1,Paroo Shire Council,Cunnamulla,4490.0,Nan,"Cunnamulla State School, Sacred Heart Parish School Cunnamulla, Cunnamulla Aboriginal Corporation For Health, Churches Of Christ Care Early Childhood Centre Cunnamulla, Churches Of Christ Care Yapunyah Aged Care Service Cunnamulla",Advance Queensland Stem.I.Am Coding And Robotics Public Library Grant,Cunnamulla,4490.0,Nan,2017-04-27,Paroo (S),Outback Queensland,Warrego,14580.0
Stem.I.Am Program,Round 1,North Burnett Regional Council,Gayndah,4625.0,Nan,To Be Confirmed,Advance Queensland Stem.I.Am Coding And Robotics Public Library Grant,Gayndah,4625.0,Nan,2017-04-27,North Burnett (R),Wide Bay,Callide,21790.0
Siemens Healthcare,Siemens Healthcare,Queensland University Of Technology,Brisbane City,4000.0,Nan,Translational Research Institute,Operation Of The Tri Innovation And Translation Centre In Collaboration With Siemens Healthcare (Iat Centre) Headquartered At The Translational Research Centre Building,Woolloongabba,4102.0,Nan,2016-02-24,Brisbane (C),Brisbane And Redlands,Mcconnel,3198649.0
Small Business Innovation Research,Aq Small Business Innovation Research 2017-18 Round 2,Mediasphere Holdings Pty Ltd,Southport,4215.0,Nan,Nan,Powerhouse Connected Learning Community,Southport,4215.0,Nan,2018-03-14,Gold Coast (C),Gold Coast,Southport,45200.0
Small Business Innovation Research,Aq Small Business Innovation Research 2017-18 Round 2,Ecotech Pty Ltd,Knoxfield,3180.0,Nan,Nan,"Real Time, Low Cost Underground Personal Dust Monitor",Knoxfield,3180.0,Nan,2018-04-30,Nonqueensland,Nonqueensland,Nonqueensland,58000.0
Small Business Innovation Research,Aq Small Business Innovation Research 2017-18 Round 2,Fish-E Pty Ltd,Archerfield,4108.0,Nan,Nan,Automated Monitoring Of Commercial Fishing Operations,Archerfield,4108.0,Nan,2018-03-23,Brisbane (C),Brisbane And Redlands,Algester,228200.0
Small Business Innovation Research,Aq Small Business Innovation Research 2017-18 Round 2,Anchorlab K/S,København V,1553.0,Nan,Nan,Modular And Flexible Remote Electronic Monitoring For A Fully Documented Fishery,"Copenhagen, Denmark",,Queensland,2018-04-12,Nonqueensland,Nonqueensland,Nonqueensland,218050.0
Small Business Innovation Research,Aq Small Business Innovation Research 2017-18 Round 2,Ringir Pty Ltd,Denistone,2114.0,Nan,Nan,Development Of A Real Time Individual Dust Monitor,Denistone,2114.0,Nan,2018-03-29,Nonqueensland,Nonqueensland,Nonqueensland,62500.0
Small Business Innovation Research,Aq Small Business Innovation Research 2017-18 Round 2,Assa Abloy Australia Pty Limited,Oakleigh,3166.0,Nan,Nan,Project Orchestra,Nan,,Nan,2018-06-26,Nonqueensland,Brisbane And Redlands,Nonqueensland,10000.0
Small Business Innovation Research,Aq Small Business Innovation Research 2017-18 Round 2,Kenelec Scientific Pty Ltd,Mitcham,3132.0,Nan,Nan,"Real-Time, Personal Monitoring Of Dust At Queensland Underground Coal Mines",Mitcham,3132.0,Nan,2018-03-29,Nonqueensland,Nonqueensland,Nonqueensland,40000.0
